STT,Mã t?nh (BNV),Tên t?nh/TP m?i,Mã t?nh (TMS),Mã Qu?n huy?n TMS (c?) CQT ?ã rà soát,Tên Qu?n huy?n TMS (c?),S? t? t?ng,Mã ph??ng/xã m?i ,Tên Ph??ng/Xã m?i,Tr?ng thái rà soát cu?i,
245,03,T?nh Qu?ng Ninh,225,22501,Thành ph? H? Long,20,22501020,Ph??ng Cao Xanh,,
246,03,T?nh Qu?ng Ninh,225,22501,Thành ph? H? Long,21,22501021,Ph??ng H?ng Gai,,
247,03,T?nh Qu?ng Ninh,225,22501,Thành ph? H? Long,22,22501022,Ph??ng H? Long,,
248,03,T?nh Qu?ng Ninh,225,22501,Thành ph? H? Long,23,22501023,Ph??ng Hoành B?,,
249,03,T?nh Qu?ng Ninh,225,22501,Thành ph? H? Long,24,22501024,Xã Qu?ng La,,
250,03,T?nh Qu?ng Ninh,225,22501,Thành ph? H? Long,25,22501025,Xã Th?ng Nh?t,,
251,03,T?nh Qu?ng Ninh,225,22503,Thành ph? C?m Ph?,26,22503026,Ph??ng Mông D??ng,,
252,03,T?nh Qu?ng Ninh,225,22503,Thành ph? C?m Ph?,27,22503027,Ph??ng Quang Hanh,,
253,03,T?nh Qu?ng Ninh,225,22503,Thành ph? C?m Ph?,28,22503028,Ph??ng C?m Ph?,,
254,03,T?nh Qu?ng Ninh,225,22503,Thành ph? C?m Ph?,29,22503029,Ph??ng C?a Ông,,
255,03,T?nh Qu?ng Ninh,225,22503,Thành ph? C?m Ph?,30,22503030,Xã H?i Hoà,,
256,03,T?nh Qu?ng Ninh,225,22513,Huy?n Tiên Yên,31,22513031,Xã Tiên Yên,,
257,03,T?nh Qu?ng Ninh,225,22513,Huy?n Tiên Yên,32,22513032,Xã ?i?n Xá,,
258,03,T?nh Qu?ng Ninh,225,22513,Huy?n Tiên Yên,33,22513033,Xã ?ông Ng?,,
259,03,T?nh Qu?ng Ninh,225,22513,Huy?n Tiên Yên,34,22513034,Xã H?i L?ng,,
260,03,T?nh Qu?ng Ninh,225,22501,Thành ph? H? Long,35,22501035,Xã L??ng Minh,,
261,03,T?nh Qu?ng Ninh,225,22515,Huy?n Ba Ch?,36,22515036,Xã K? Th??ng,,
262,03,T?nh Qu?ng Ninh,225,22515,Huy?n Ba Ch?,37,22515037,Xã Ba Ch?,,
263,03,T?nh Qu?ng Ninh,225,22527,Huy?n ??m Hà,38,22527038,Xã Qu?ng Tân,,
264,03,T?nh Qu?ng Ninh,225,22527,Huy?n ??m Hà,39,22527039,Xã ??m Hà,,
265,03,T?nh Qu?ng Ninh,225,22511,Huy?n H?i Hà,40,22511040,Xã Qu?ng Hà,,
266,03,T?nh Qu?ng Ninh,225,22511,Huy?n H?i Hà,41,22511041,Xã ???ng Hoa,,
267,03,T?nh Qu?ng Ninh,225,22511,Huy?n H?i Hà,42,22511042,Xã Qu?ng ??c,,
268,03,T?nh Qu?ng Ninh,225,22507,Huy?n Bình Liêu,43,22507043,Xã Hoành Mô,,
269,03,T?nh Qu?ng Ninh,225,22507,Huy?n Bình Liêu,44,22507044,Xã L?c H?n,,
270,03,T?nh Qu?ng Ninh,225,22507,Huy?n Bình Liêu,45,22507045,Xã Bình Liêu,,
271,03,T?nh Qu?ng Ninh,225,22509,Thành ph? Móng Cái,46,22509046,Xã H?i S?n,,
272,03,T?nh Qu?ng Ninh,225,22509,Thành ph? Móng Cái,47,22509047,Xã H?i Ninh,,
273,03,T?nh Qu?ng Ninh,225,22509,Thành ph? Móng Cái,48,22509048,Xã V?nh Th?c,,
274,03,T?nh Qu?ng Ninh,225,22509,Thành ph? Móng Cái,49,22509049,Ph??ng Móng Cái 1,,
275,03,T?nh Qu?ng Ninh,225,22509,Thành ph? Móng Cái,50,22509050,Ph??ng Móng Cái 2,,
276,03,T?nh Qu?ng Ninh,225,22509,Thành ph? Móng Cái,51,22509051,Ph??ng Móng Cái 3,,
277,03,T?nh Qu?ng Ninh,225,22517,Huy?n Vân ??n,52,22517052,??c khu Vân ??n,,
278,03,T?nh Qu?ng Ninh,225,22523,Huy?n Cô Tô,53,22523053,??c khu Cô Tô,,
279,03,T?nh Qu?ng Ninh,225,22511,Huy?n H?i Hà,54,22511054,Xã Cái Chiên,,
280,04,Tp H?i Phòng,103,10311,Thành ph? Thu? Nguyên,1,10311001,Ph??ng Thu? Nguyên,,
281,04,Tp H?i Phòng,103,10311,Thành ph? Thu? Nguyên,2,10311002,Ph??ng Thiên H??ng,,
282,04,Tp H?i Phòng,103,10311,Thành ph? Thu? Nguyên,3,10311003,Ph??ng Hoà Bình,,
283,04,Tp H?i Phòng,103,10311,Thành ph? Thu? Nguyên,4,10311004,Ph??ng Nam Tri?u,,
284,04,Tp H?i Phòng,103,10311,Thành ph? Thu? Nguyên,5,10311005,Ph??ng B?ch ??ng,,
285,04,Tp H?i Phòng,103,10311,Thành ph? Thu? Nguyên,6,10311006,Ph??ng L?u Ki?m,,
286,04,Tp H?i Phòng,103,10311,Thành ph? Thu? Nguyên,7,10311007,Ph??ng Lê Ích M?c,,
287,04,Tp H?i Phòng,103,10301,Qu?n H?ng Bàng,8,10301008,Ph??ng H?ng Bàng,,
288,04,Tp H?i Phòng,103,10301,Qu?n H?ng Bàng,9,10301009,Ph??ng H?ng An,,
289,04,Tp H?i Phòng,103,10303,Qu?n Ngô Quy?n,10,10303010,Ph??ng Ngô Quy?n,,
290,04,Tp H?i Phòng,103,10303,Qu?n Ngô Quy?n,11,10303011,Ph??ng Gia Viên,,
291,04,Tp H?i Phòng,103,10305,Qu?n Lê Chân,12,10305012,Ph??ng Lê Chân,,
292,04,Tp H?i Phòng,103,10305,Qu?n Lê Chân,13,10305013,Ph??ng An Biên,,
293,04,Tp H?i Phòng,103,10304,Qu?n H?i An,14,10304014,Ph??ng H?i An,,
294,04,Tp H?i Phòng,103,10304,Qu?n H?i An,15,10304015,Ph??ng ?ông H?i,,
295,04,Tp H?i Phòng,103,10307,Qu?n Ki?n An,16,10307016,Ph??ng Ki?n An,,
296,04,Tp H?i Phòng,103,10307,Qu?n Ki?n An,17,10307017,Ph??ng Phù Li?n,,
297,04,Tp H?i Phòng,103,10309,Qu?n ?? S?n,18,10309018,Ph??ng Nam ?? S?n,,
298,04,Tp H?i Phòng,103,10309,Qu?n ?? S?n,19,10309019,Ph??ng ?? S?n,,
299,04,Tp H?i Phòng,103,10327,Qu?n D??ng Kinh,20,10327020,Ph??ng H?ng ??o,,
300,04,Tp H?i Phòng,103,10327,Qu?n D??ng Kinh,21,10327021,Ph??ng D??ng Kinh,,
301,04,Tp H?i Phòng,103,10313,Qu?n An D??ng,22,10313022,Ph??ng An D??ng,,
302,04,Tp H?i Phòng,103,10313,Qu?n An D??ng,23,10313023,Ph??ng An H?i,,
303,04,Tp H?i Phòng,103,10313,Qu?n An D??ng,24,10313024,Ph??ng An Phong,,
304,04,Tp H?i Phòng,103,10315,Huy?n An Lão,25,10315025,Xã An H?ng,,
305,04,Tp H?i Phòng,103,10315,Huy?n An Lão,26,10315026,Xã An Khánh,,
306,04,Tp H?i Phòng,103,10315,Huy?n An Lão,27,10315027,Xã An Quang,,
307,04,Tp H?i Phòng,103,10315,Huy?n An Lão,28,10315028,Xã An Tr??ng,,
308,04,Tp H?i Phòng,103,10315,Huy?n An Lão,29,10315029,Xã An Lão,,
309,04,Tp H?i Phòng,103,10317,Huy?n Ki?n Th?y,30,10317030,Xã Ki?n Th?y,,
310,04,Tp H?i Phòng,103,10317,Huy?n Ki?n Th?y,31,10317031,Xã Ki?n Minh,,
311,04,Tp H?i Phòng,103,10317,Huy?n Ki?n Th?y,32,10317032,Xã Ki?n H?i,,
312,04,Tp H?i Phòng,103,10317,Huy?n Ki?n Th?y,33,10317033,Xã Ki?n H?ng,,
313,04,Tp H?i Phòng,103,10317,Huy?n Ki?n Th?y,34,10317034,Xã Nghi D??ng,,
314,04,Tp H?i Phòng,103,10319,Huy?n Tiên Lãng,35,10319035,Xã Quy?t Th?ng,,
315,04,Tp H?i Phòng,103,10319,Huy?n Tiên Lãng,36,10319036,Xã Tiên Lãng,,
316,04,Tp H?i Phòng,103,10319,Huy?n Tiên Lãng,37,10319037,Xã Tân Minh,,
317,04,Tp H?i Phòng,103,10319,Huy?n Tiên Lãng,38,10319038,Xã Tiên Minh,,
318,04,Tp H?i Phòng,103,10319,Huy?n Tiên Lãng,39,10319039,Xã Ch?n H?ng,,
319,04,Tp H?i Phòng,103,10319,Huy?n Tiên Lãng,40,10319040,Xã Hùng Th?ng,,
320,04,Tp H?i Phòng,103,10321,Huy?n V?nh B?o,41,10321041,Xã V?nh B?o,,
321,04,Tp H?i Phòng,103,10321,Huy?n V?nh B?o,42,10321042,Xã Nguy?n B?nh Khiêm,,
322,04,Tp H?i Phòng,103,10321,Huy?n V?nh B?o,43,10321043,Xã V?nh Am,,
323,04,Tp H?i Phòng,103,10321,Huy?n V?nh B?o,44,10321044,Xã V?nh H?i,,
324,04,Tp H?i Phòng,103,10321,Huy?n V?nh B?o,45,10321045,Xã V?nh Hoà,,
325,04,Tp H?i Phòng,103,10321,Huy?n V?nh B?o,46,10321046,Xã V?nh Th?nh,,
326,04,Tp H?i Phòng,103,10321,Huy?n V?nh B?o,47,10321047,Xã V?nh Thu?n,,
327,04,Tp H?i Phòng,103,10311,Thành ph? Thu? Nguyên,48,10311048,Xã Vi?t Khê,,
328,04,Tp H?i Phòng,103,10323,Huy?n Cát H?i,49,10323049,??c khu Cát H?i,,
329,04,Tp H?i Phòng,103,10325,Huy?n B?ch Long V?,50,10325050,??c khu B?ch Long V?,,
330,04,Tp H?i Phòng,103,10701,Thành ph? H?i D??ng,51,10701051,Ph??ng H?i D??ng,,
331,04,Tp H?i Phòng,103,10701,Thành ph? H?i D??ng,52,10701052,Ph??ng Lê Thanh Ngh?,,
332,04,Tp H?i Phòng,103,10701,Thành ph? H?i D??ng,53,10701053,Ph??ng Vi?t Hoà,,
333,04,Tp H?i Phòng,103,10701,Thành ph? H?i D??ng,54,10701054,Ph??ng Thành ?ông,,
334,04,Tp H?i Phòng,103,10701,Thành ph? H?i D??ng,55,10701055,Ph??ng Nam ??ng,,
335,04,Tp H?i Phòng,103,10701,Thành ph? H?i D??ng,56,10701056,Ph??ng Tân H?ng,,
336,04,Tp H?i Phòng,103,10701,Thành ph? H?i D??ng,57,10701057,Ph??ng Th?ch Khôi,,
337,04,Tp H?i Phòng,103,10717,Huy?n C?m Giàng,58,10717058,Ph??ng T? Minh,,
338,04,Tp H?i Phòng,103,10701,Thành ph? H?i D??ng,59,10701059,Ph??ng Ái Qu?c,,
339,04,Tp H?i Phòng,103,10703,Thành ph? Chí Linh,60,10703060,Ph??ng Chu V?n An,,
340,04,Tp H?i Phòng,103,10703,Thành ph? Chí Linh,61,10703061,Ph??ng Chí Linh,,
341,04,Tp H?i Phòng,103,10703,Thành ph? Chí Linh,62,10703062,Ph??ng Tr?n H?ng ??o,,
342,04,Tp H?i Phòng,103,10703,Thành ph? Chí Linh,63,10703063,Ph??ng Nguy?n Trãi,,
343,04,Tp H?i Phòng,103,10703,Thành ph? Chí Linh,64,10703064,Ph??ng Tr?n Nhân Tông,,
344,04,Tp H?i Phòng,103,10703,Thành ph? Chí Linh,65,10703065,Ph??ng Lê ??i Hành,,
345,04,Tp H?i Phòng,103,10709,Th? xã Kinh Môn,66,10709066,Ph??ng Kinh Môn,,
346,04,Tp H?i Phòng,103,10709,Th? xã Kinh Môn,67,10709067,Ph??ng Nguy?n ??i N?ng,,
347,04,Tp H?i Phòng,103,10709,Th? xã Kinh Môn,68,10709068,Ph??ng Tr?n Li?u,,
348,04,Tp H?i Phòng,103,10709,Th? xã Kinh Môn,69,10709069,Ph??ng B?c An Ph?,,
349,04,Tp H?i Phòng,103,10709,Th? xã Kinh Môn,70,10709070,Ph??ng Ph?m S? M?nh,,
350,04,Tp H?i Phòng,103,10709,Th? xã Kinh Môn,71,10709071,Ph??ng Nh? Chi?u,,
351,04,Tp H?i Phòng,103,10709,Th? xã Kinh Môn,72,10709072,Xã Nam An Ph?,,
352,04,Tp H?i Phòng,103,10705,Huy?n Nam Sách,73,10705073,Xã Nam Sách,,
353,04,Tp H?i Phòng,103,10705,Huy?n Nam Sách,74,10705074,Xã Thái Tân,,
354,04,Tp H?i Phòng,103,10705,Huy?n Nam Sách,75,10705075,Xã H?p Ti?n,,
355,04,Tp H?i Phòng,103,10705,Huy?n Nam Sách,76,10705076,Xã Tr?n Phú,,
356,04,Tp H?i Phòng,103,10705,Huy?n Nam Sách,77,10705077,Xã An Phú,,
357,04,Tp H?i Phòng,103,10707,Huy?n Thanh Hà,78,10707078,Xã Thanh Hà,,
358,04,Tp H?i Phòng,103,10707,Huy?n Thanh Hà,79,10707079,Xã Hà Tây,,
359,04,Tp H?i Phòng,103,10707,Huy?n Thanh Hà,80,10707080,Xã Hà B?c,,
360,04,Tp H?i Phòng,103,10707,Huy?n Thanh Hà,81,10707081,Xã Hà Nam,,
361,04,Tp H?i Phòng,103,10707,Huy?n Thanh Hà,82,10707082,Xã Hà ?ông,,
362,04,Tp H?i Phòng,103,10717,Huy?n C?m Giàng,83,10717083,Xã C?m Giang,,
363,04,Tp H?i Phòng,103,10717,Huy?n C?m Giàng,84,10717084,Xã Tu? T?nh,,
364,04,Tp H?i Phòng,103,10717,Huy?n C?m Giàng,85,10717085,Xã Mao ?i?n,,
365,04,Tp H?i Phòng,103,10717,Huy?n C?m Giàng,86,10717086,Xã C?m Giàng,,
366,04,Tp H?i Phòng,103,10719,Huy?n Bình Giang,87,10719087,Xã K? S?t,,
367,04,Tp H?i Phòng,103,10719,Huy?n Bình Giang,88,10719088,Xã Bình Giang,,
368,04,Tp H?i Phòng,103,10719,Huy?n Bình Giang,89,10719089,Xã ???ng An,,
369,04,Tp H?i Phòng,103,10719,Huy?n Bình Giang,90,10719090,Xã Th??ng H?ng,,
370,04,Tp H?i Phòng,103,10713,Huy?n Gia L?c,91,10713091,Xã Gia L?c,,
371,04,Tp H?i Phòng,103,10713,Huy?n Gia L?c,92,10713092,Xã Y?t Kiêu,,
372,04,Tp H?i Phòng,103,10713,Huy?n Gia L?c,93,10713093,Xã Gia Phúc,,
373,04,Tp H?i Phòng,103,10713,Huy?n Gia L?c,94,10713094,Xã Tr??ng Tân,,
374,04,Tp H?i Phòng,103,10715,Huy?n T? K?,95,10715095,Xã T? K?,,
375,04,Tp H?i Phòng,103,10715,Huy?n T? K?,96,10715096,Xã Tân K?,,
376,04,Tp H?i Phòng,103,10715,Huy?n T? K?,97,10715097,Xã ??i S?n,,
377,04,Tp H?i Phòng,103,10715,Huy?n T? K?,98,10715098,Xã Chí Minh,,
378,04,Tp H?i Phòng,103,10715,Huy?n T? K?,99,10715099,Xã L?c Ph??ng,,
379,04,Tp H?i Phòng,103,10715,Huy?n T? K?,100,10715100,Xã Nguyên Giáp,,
380,04,Tp H?i Phòng,103,10723,Huy?n Ninh Giang,101,10723101,Xã Ninh Giang,,
381,04,Tp H?i Phòng,103,10723,Huy?n Ninh Giang,102,10723102,Xã V?nh L?i,,
382,04,Tp H?i Phòng,103,10723,Huy?n Ninh Giang,103,10723103,Xã Khúc Th?a D?,,
383,04,Tp H?i Phòng,103,10723,Huy?n Ninh Giang,104,10723104,Xã Tân An,,
384,04,Tp H?i Phòng,103,10723,Huy?n Ninh Giang,105,10723105,Xã H?ng Châu,,
385,04,Tp H?i Phòng,103,10721,Huy?n Thanh Mi?n,106,10721106,Xã Thanh Mi?n,,
386,04,Tp H?i Phòng,103,10721,Huy?n Thanh Mi?n,107,10721107,Xã B?c Thanh Mi?n,,
387,04,Tp H?i Phòng,103,10721,Huy?n Thanh Mi?n,108,10721108,Xã H?i H?ng,,
388,04,Tp H?i Phòng,103,10721,Huy?n Thanh Mi?n,109,10721109,Xã Nguy?n L??ng B?ng,,
389,04,Tp H?i Phòng,103,10721,Huy?n Thanh Mi?n,110,10721110,Xã Nam Thanh Mi?n,,
390,04,Tp H?i Phòng,103,10711,Huy?n Kim Thành,111,10711111,Xã Phú Thái,,
391,04,Tp H?i Phòng,103,10711,Huy?n Kim Thành,112,10711112,Xã Lai Khê,,
392,04,Tp H?i Phòng,103,10711,Huy?n Kim Thành,113,10711113,Xã An Thành,,
393,04,Tp H?i Phòng,103,10711,Huy?n Kim Thành,114,10711114,Xã Kim Thành,,
394,05,T?nh H?ng Yên,109,10901,Thành ph? H?ng Yên,1,10901001,Ph??ng Ph? Hi?n,,
395,05,T?nh H?ng Yên,109,10901,Thành ph? H?ng Yên,2,10901002,Ph??ng S?n Nam,,
396,05,T?nh H?ng Yên,109,10901,Thành ph? H?ng Yên,3,10901003,Ph??ng H?ng Châu,,
397,05,T?nh H?ng Yên,109,10903,Th? xã M? Hào,4,10903004,Ph??ng M? Hào,,
398,05,T?nh H?ng Yên,109,10903,Th? xã M? Hào,5,10903005,Ph??ng ???ng Hào,,
399,05,T?nh H?ng Yên,109,10903,Th? xã M? Hào,6,10903006,Ph??ng Th??ng H?ng,,
400,05,T?nh H?ng Yên,109,10901,Thành ph? H?ng Yên,7,10901007,Xã Tân H?ng,,
401,05,T?nh H?ng Yên,109,10913,Huy?n Tiên L?,8,10913008,Xã Hoàng Hoa Thám,,
402,05,T?nh H?ng Yên,109,10913,Huy?n Tiên L?,9,10913009,Xã Tiên L?,,
403,05,T?nh H?ng Yên,109,10913,Huy?n Tiên L?,10,10913010,Xã Tiên Hoa,,
404,05,T?nh H?ng Yên,109,10911,Huy?n Phù C?,11,10911011,Xã Quang H?ng,,
405,05,T?nh H?ng Yên,109,10911,Huy?n Phù C?,12,10911012,Xã ?oàn ?ào,,
406,05,T?nh H?ng Yên,109,10911,Huy?n Phù C?,13,10911013,Xã Tiên Ti?n,,
407,05,T?nh H?ng Yên,109,10911,Huy?n Phù C?,14,10911014,Xã T?ng Trân,,
408,05,T?nh H?ng Yên,109,10909,Huy?n Kim ??ng,15,10909015,Xã L??ng B?ng,,
409,05,T?nh H?ng Yên,109,10909,Huy?n Kim ??ng,16,10909016,Xã Ngh?a Dân,,
410,05,T?nh H?ng Yên,109,10909,Huy?n Kim ??ng,17,10909017,Xã Hi?p C??ng,,
411,05,T?nh H?ng Yên,109,10909,Huy?n Kim ??ng,18,10909018,Xã ??c H?p,,
412,05,T?nh H?ng Yên,109,10907,Huy?n Ân Thi,19,10907019,Xã Ân Thi,,
413,05,T?nh H?ng Yên,109,10907,Huy?n Ân Thi,20,10907020,Xã Xuân Trúc,,
414,05,T?nh H?ng Yên,109,10907,Huy?n Ân Thi,21,10907021,Xã Ph?m Ng? Lão,,
415,05,T?nh H?ng Yên,109,10907,Huy?n Ân Thi,22,10907022,Xã Nguy?n Trãi,,
416,05,T?nh H?ng Yên,109,10907,Huy?n Ân Thi,23,10907023,Xã H?ng Quang,,
417,05,T?nh H?ng Yên,109,10905,Huy?n Khoái Châu,24,10905024,Xã Khoái Châu,,
418,05,T?nh H?ng Yên,109,10905,Huy?n Khoái Châu,25,10905025,Xã Tri?u Vi?t V??ng,,
419,05,T?nh H?ng Yên,109,10905,Huy?n Khoái Châu,26,10905026,Xã Vi?t Ti?n,,
420,05,T?nh H?ng Yên,109,10905,Huy?n Khoái Châu,27,10905027,Xã Chí Minh,,
421,05,T?nh H?ng Yên,109,10905,Huy?n Khoái Châu,28,10905028,Xã Châu Ninh,,
422,05,T?nh H?ng Yên,109,10919,Huy?n Yên M?,29,10919029,Xã Yên M?,,
423,05,T?nh H?ng Yên,109,10919,Huy?n Yên M?,30,10919030,Xã Vi?t Yên,,
424,05,T?nh H?ng Yên,109,10919,Huy?n Yên M?,31,10919031,Xã Hoàn Long,,
425,05,T?nh H?ng Yên,109,10919,Huy?n Yên M?,32,10919032,Xã Nguy?n V?n Linh,,
426,05,T?nh H?ng Yên,109,10917,Huy?n V?n Lâm,33,10917033,Xã Nh? Qu?nh,,
427,05,T?nh H?ng Yên,109,10917,Huy?n V?n Lâm,34,10917034,Xã L?c ??o,,
428,05,T?nh H?ng Yên,109,10917,Huy?n V?n Lâm,35,10917035,Xã ??i ??ng,,
429,05,T?nh H?ng Yên,109,10915,Huy?n V?n Giang,36,10915036,Xã Ngh?a Tr?,,
430,05,T?nh H?ng Yên,109,10915,Huy?n V?n Giang,37,10915037,Xã Ph?ng Công,,
431,05,T?nh H?ng Yên,109,10915,Huy?n V?n Giang,38,10915038,Xã V?n Giang,,
432,05,T?nh H?ng Yên,109,10915,Huy?n V?n Giang,39,10915039,Xã M? S?,,
433,05,T?nh H?ng Yên,109,11501,Thành ph? Thái Bình,40,11501040,Ph??ng Thái Bình,,
434,05,T?nh H?ng Yên,109,11501,Thành ph? Thái Bình,41,11501041,Ph??ng Tr?n Lãm,,
435,05,T?nh H?ng Yên,109,11501,Thành ph? Thái Bình,42,11501042,Ph??ng Tr?n H?ng ??o,,
436,05,T?nh H?ng Yên,109,11501,Thành ph? Thái Bình,43,11501043,Ph??ng Trà Lý,,
437,05,T?nh H?ng Yên,109,11501,Thành ph? Thái Bình,44,11501044,Ph??ng V? Phúc,,
438,05,T?nh H?ng Yên,109,11507,Huy?n Thái Th?y,45,11507045,Xã Thái Th?y,,
439,05,T?nh H?ng Yên,109,11507,Huy?n Thái Th?y,46,11507046,Xã ?ông Th?y Anh,,
440,05,T?nh H?ng Yên,109,11507,Huy?n Thái Th?y,47,11507047,Xã B?c Th?y Anh,,
441,05,T?nh H?ng Yên,109,11507,Huy?n Thái Th?y,48,11507048,Xã Th?y Anh,,
442,05,T?nh H?ng Yên,109,11507,Huy?n Thái Th?y,49,11507049,Xã Nam Th?y Anh,,
443,05,T?nh H?ng Yên,109,11507,Huy?n Thái Th?y,50,11507050,Xã B?c Thái Ninh,,
444,05,T?nh H?ng Yên,109,11507,Huy?n Thái Th?y,51,11507051,Xã Thái Ninh,,
445,05,T?nh H?ng Yên,109,11507,Huy?n Thái Th?y,52,11507052,Xã ?ông Thái Ninh,,
446,05,T?nh H?ng Yên,109,11507,Huy?n Thái Th?y,53,11507053,Xã Nam Thái Ninh,,
447,05,T?nh H?ng Yên,109,11507,Huy?n Thái Th?y,54,11507054,Xã Tây Thái Ninh,,
448,05,T?nh H?ng Yên,109,11507,Huy?n Thái Th?y,55,11507055,Xã Tây Th?y Anh,,
449,05,T?nh H?ng Yên,109,11515,Huy?n Ti?n H?i,56,11515056,Xã Ti?n H?i,,
450,05,T?nh H?ng Yên,109,11515,Huy?n Ti?n H?i,57,11515057,Xã Tây Ti?n H?i,,
451,05,T?nh H?ng Yên,109,11515,Huy?n Ti?n H?i,58,11515058,Xã Ái Qu?c,,
452,05,T?nh H?ng Yên,109,11515,Huy?n Ti?n H?i,59,11515059,Xã ??ng Châu,,
453,05,T?nh H?ng Yên,109,11515,Huy?n Ti?n H?i,60,11515060,Xã ?ông Ti?n H?i,,
454,05,T?nh H?ng Yên,109,11515,Huy?n Ti?n H?i,61,11515061,Xã Nam C??ng,,
455,05,T?nh H?ng Yên,109,11515,Huy?n Ti?n H?i,62,11515062,Xã H?ng Phú,,
456,05,T?nh H?ng Yên,109,11515,Huy?n Ti?n H?i,63,11515063,Xã Nam Ti?n H?i,,
457,05,T?nh H?ng Yên,109,11503,Huy?n Qu?nh Ph?,64,11503064,Xã Qu?nh Ph?,,
458,05,T?nh H?ng Yên,109,11503,Huy?n Qu?nh Ph?,65,11503065,Xã Minh Th?,,
459,05,T?nh H?ng Yên,109,11503,Huy?n Qu?nh Ph?,66,11503066,Xã Nguy?n Du,,
460,05,T?nh H?ng Yên,109,11503,Huy?n Qu?nh Ph?,67,11503067,Xã Qu?nh An,,
461,05,T?nh H?ng Yên,109,11503,Huy?n Qu?nh Ph?,68,11503068,Xã Ng?c Lâm,,
462,05,T?nh H?ng Yên,109,11503,Huy?n Qu?nh Ph?,69,11503069,Xã ??ng B?ng,,
463,05,T?nh H?ng Yên,109,11503,Huy?n Qu?nh Ph?,70,11503070,Xã A Sào,,
464,05,T?nh H?ng Yên,109,11503,Huy?n Qu?nh Ph?,71,11503071,Xã Ph? D?c,,
465,05,T?nh H?ng Yên,109,11503,Huy?n Qu?nh Ph?,72,11503072,Xã Tân Ti?n,,
466,05,T?nh H?ng Yên,109,11505,Huy?n H?ng Hà,73,11505073,Xã H?ng Hà,,
467,05,T?nh H?ng Yên,109,11505,Huy?n H?ng Hà,74,11505074,Xã Tiên La,,
468,05,T?nh H?ng Yên,109,11505,Huy?n H?ng Hà,75,11505075,Xã Lê Quý ?ôn,,
469,05,T?nh H?ng Yên,109,11505,Huy?n H?ng Hà,76,11505076,Xã H?ng Minh,,
470,05,T?nh H?ng Yên,109,11505,Huy?n H?ng Hà,77,11505077,Xã Th?n Khê,,
471,05,T?nh H?ng Yên,109,11505,Huy?n H?ng Hà,78,11505078,Xã Diên Hà,,
472,05,T?nh H?ng Yên,109,11505,Huy?n H?ng Hà,79,11505079,Xã Ng? Thiên,,
473,05,T?nh H?ng Yên,109,11505,Huy?n H?ng Hà,80,11505080,Xã Long H?ng,,
474,05,T?nh H?ng Yên,109,11509,Huy?n ?ông H?ng,81,11509081,Xã ?ông H?ng,,
475,05,T?nh H?ng Yên,109,11509,Huy?n ?ông H?ng,82,11509082,Xã B?c Tiên H?ng,,
476,05,T?nh H?ng Yên,109,11509,Huy?n ?ông H?ng,83,11509083,Xã ?ông Tiên H?ng,,
477,05,T?nh H?ng Yên,109,11509,Huy?n ?ông H?ng,84,11509084,Xã Nam ?ông H?ng,,
478,05,T?nh H?ng Yên,109,11509,Huy?n ?ông H?ng,85,11509085,Xã B?c ?ông Quan,,
479,05,T?nh H?ng Yên,109,11509,Huy?n ?ông H?ng,86,11509086,Xã B?c ?ông H?ng,,
480,05,T?nh H?ng Yên,109,11509,Huy?n ?ông H?ng,87,11509087,Xã ?ông Quan,,
481,05,T?nh H?ng Yên,109,11509,Huy?n ?ông H?ng,88,11509088,Xã Nam Tiên H?ng,,
482,05,T?nh H?ng Yên,109,11509,Huy?n ?ông H?ng,89,11509089,Xã Tiên H?ng,,
483,05,T?nh H?ng Yên,109,11513,Huy?n Ki?n X??ng,90,11513090,Xã Lê L?i,,
484,05,T?nh H?ng Yên,109,11513,Huy?n Ki?n X??ng,91,11513091,Xã Ki?n X??ng,,
485,05,T?nh H?ng Yên,109,11513,Huy?n Ki?n X??ng,92,11513092,Xã Quang L?ch,,
486,05,T?nh H?ng Yên,109,11513,Huy?n Ki?n X??ng,93,11513093,Xã V? Quý,,
487,05,T?nh H?ng Yên,109,11513,Huy?n Ki?n X??ng,94,11513094,Xã Bình Thanh,,
488,05,T?nh H?ng Yên,109,11513,Huy?n Ki?n X??ng,95,11513095,Xã Bình ??nh,,
489,05,T?nh H?ng Yên,109,11513,Huy?n Ki?n X??ng,96,11513096,Xã H?ng V?,,
490,05,T?nh H?ng Yên,109,11513,Huy?n Ki?n X??ng,97,11513097,Xã Bình Nguyên,,
491,05,T?nh H?ng Yên,109,11513,Huy?n Ki?n X??ng,98,11513098,Xã Trà Giang,,
492,05,T?nh H?ng Yên,109,11511,Huy?n V? Th?,99,11511099,Xã V? Th?,,
493,05,T?nh H?ng Yên,109,11511,Huy?n V? Th?,100,11511100,Xã Th? Trì,,
494,05,T?nh H?ng Yên,109,11511,Huy?n V? Th?,101,11511101,Xã Tân Thu?n,,
495,05,T?nh H?ng Yên,109,11511,Huy?n V? Th?,102,11511102,Xã Th? V?,,
496,05,T?nh H?ng Yên,109,11511,Huy?n V? Th?,103,11511103,Xã V? Tiên,,
497,05,T?nh H?ng Yên,109,11511,Huy?n V? Th?,104,11511104,Xã V?n Xuân,,
588,06,T?nh Ninh Bình,117,11707,Huy?n Gia Vi?n,1,11707001,Xã Gia Vi?n,,
